pies	/ˈpʲjɛs/
niewygodny	/ɲɛvɨˈɡɔdnɨ/
wygodny	/vɨˈɡɔdnɨ/
ciągnąć	/ˈt͡ɕɔŋɡnɔɲt͡ɕ/
entuzjazm	/ɛnˈtuzjazm/
bukiet	/ˈbukʲɛt/
naprzeciw	/naˈpʂɛt͡ɕif/
szczegół	[ˈʂt͡ʂɛɡuw]
klasztor	[ˈklaʂtɔr]
zabawka	[zaˈbafka]
ssać	/sːatɕ/
okradać	/ɔˈkradat͡ɕ/
nerka	/ˈnɛrka/
laska	/ˈlaska/
rzeźba	/ˈʐɛʑba/
rzeźbiarstwo	/ˈʐɛʑbjarstfɔ/
rzeźnik	/ˈʐɛʑɲik/
górnik	/ˈɡurɲik/
ambulans	[ãmˈbulã(w̃)s̪]
karetka	/kaˈrɛtka/
mnie	[mʲɲɛ]
wejście	[ˈvɛjɕt͡ɕɛ]
Algieria	/alˈɡʲɛrja/
Azerbejdżan	/azɛrˈbɛjd͡ʐan/
odpowiedzieć	[ɔtpɔvʲɛd͡ʐɛt͡ɕ]
równość	/ˈruvnɔɕt͡ɕ/
konkurs	/ˈkɔŋkurs/
brzmieć	/ˈbʐmjɛt͡ɕ/
wszędzie	[ˈfʂɛ̃ɲd͡ʑɛ]
gdzieś	/ɡd͡ʑɛɕ/
niewolnik	/ɲɛˈvɔlɲik/
podpalenie	/pɔdpaˈlɛɲɛ/
bawełna	/baˈvɛwna/
granat	/ˈɡran̪at̪/
pleśń	/plɛɕɲ/
krzyż	/kʂɨʂ/
świnka morska	[ˈɕfʲinka ˈmɔɾska]
fosa	/ˈfɔsa/
powyłamywany	/pɔvɨwamɨˈvanɨ/
syf	/sɨf/
syfek	/ˈsɨfɛk/
walet	/ˈvalɛt/
karty	/ˈkartɨ/
dżoker	/ˈd͡ʐɔkɛr/
karo	/ˈkarɔ/
trefl	[trɛfl̥]
dwójka	/ˈdvujka/
kareta	/kaˈrɛta/
trójka	/ˈtrujka/
zerowy	/zɛˈrɔvɨ/
dwutysięczny	/dvutɨˈɕɛnt͡ʂnɨ/
Birma	/ˈbirma/
Boliwia	/bɔˈlivja/
Cypr	[t͡sɨpr̥]
Czarnogóra	/t͡ʂarnɔˈɡura/
Dominikana	/dɔmiɲiˈkana/
Ekwador	/ɛˈkfadɔr/
tajny	/ˈtajnɨ/
Fidżi	[ˈfʲid͡ʒi]
Gruzja	/ˈɡruzja/
Gwatemala	/ɡvatɛˈmala/
Gwinea	/ɡviˈnɛa/
Kambodża	/kamˈbɔd͡ʐa/
zostawać	[zɔˈstavat͡ɕ]
Korea Południowa	/kɔˌrɛa‿pɔwuˈdɲɔva/
Korea Północna	/kɔˌrɛa‿puwˈnɔt͡sna/
Czechosłowacja	/ˌt͡ʂɛxɔswɔˈvat͡sja/
poezja	/pɔˈɛzja/
kałuża	/kaˈwuʐa/
wojenny	/vɔˈjɛnːɨ/
przedwojenny	/pʂɛtvɔˈjɛnːɨ/
powojenny	/pɔvɔˈjɛnːɨ/
powietrzny	/pɔˈvjɛt.ʂnɨ/
Papua-Nowa Gwinea	/paˈpu.a ˈnɔ.va ɡviˈnɛ.a/
lankijski	[lãŋʲˈkʲijs̪ʲkʲi]
Suazi	/suˈazi/
szaleństwo	[ʂaˈlɛ̃ĩ̯s̪t̪fɔ]
Tadżykistan	/t̪ad͡ʐɨˈkʲis̪t̪an̪/
Tunezja	/t̪uˈn̪ɛz̪ja/
Turcja	/ˈt̪urt͡s̪ja/
tuwalski	/t̪uˈvals̪kʲi/
Czeczenia	/t͡ʂɛˈt͡ʂɛɲja/
Urugwaj	/uˈruɡvaj/
Watykan	/vaˈt̪ɨkan̪/
Persja	/ˈpɛrs̪ja/
opór	/ˈɔpur/
nie mówię po polsku	/ɲɛ ˈmuvjɛ pɔ ˈpɔls̪ku/
nie ma za co	/ɲɛ ma z̪a t͡s̪ɔ/
czytelny	/t͡ʂɨˈtɛlnɨ/
rachunek	/raˈxun̪ɛk/
żydowski	/ʐɨˈd̪ɔfs̪kʲi/
danie	/ˈd̪aɲɛ/
prace	/ˈprat͡s̪ɛ/
kadet	/ˈkadɛt/
kasyno	/kaˈs̪ɨn̪ɔ/
staw	/s̪t̪af/
figi	[ˈfʲiɡʲi]
pracy	/ˈprat͡s̪ɨ/
pracę	/ˈprat͡s̪ɛ/
pracą	/ˈprat͡s̪ɔw̃/
praco	/ˈprat͡s̪ɔ/
prac	/ˈprat͡s̪/
pracom	/ˈprat͡s̪ɔm/
pracami	/praˈt͡s̪ami/
pracach	/ˈprat͡s̪ax/
pracowity	/prat͡s̪ɔˈvitɨ/
nosowy	[n̪ɔˈs̪ɔvɨ]
Katowice	[kat̪ɔˈvʲit͡s̪ɛ]
Gdynia	/ˈɡd̪ɨɲa/
Radom	/ˈrad̪ɔm/
Sosnowiec	/s̪ɔs̪ˈn̪ɔvjɛt͡s̪/
Toruń	/ˈt̪ɔruɲ/
Kielce	[kʲɛlt͡s̪ɛ]
Gliwice	[ɡlʲiˈvʲit͡s̪ɛ]
Zabrze	/ˈz̪abʐɛ/
Bytom	/ˈbɨt̪ɔm/
Olsztyn	/ˈɔlʂt̪ɨn̪/
Bielsko-Biała	/ˌbjɛls̪kɔ‿ˈbjawa/
Rzeszów	/ˈʐɛʂuf/
sędzia	/ˈs̪ɛɲd͡ʑa/
prokurator	/prɔkuˈrat̪ɔr/
czaszka	/ˈt͡ʂaʂka/
żarówka	/ʐaˈrufka/
pech	[pɛx]
uczeń	/ˈut͡ʂɛɲ/
czyścić	/t͡ʂɨɕt͡ɕit͡ɕ/
muzyk	/ˈmuz̪ɨk/
tarcza	/ˈt̪art͡ʂa/
czujesz	[ˈt͡ʂujɛʂ]
Zgierz	[zɡjɛʂ]
Ruda Śląska	/ˌrud̪a ˈɕlɔw̃s̪ka/
Rybnik	/ˈrɨbɲik/
Tychy	/ˈt̪ɨxɨ/
Dąbrowa Górnicza	/d̪ɔmˌbrɔva ɡurˈɲit͡ʂa/
Płock	/pwɔt͡s̪k/
Opole	/ɔˈpɔlɛ/
Elbląg	[ˈɛlblɔ̃ŋk]
Wałbrzych	/ˈvawbʐɨx/
Włocławek	/vwɔt͡s̪ˈwavɛk/
Zielona Góra	/ʑɛˌlɔn̪a ˈɡura/
zmrok	/zmrɔk/
Mirosław	/miˈrɔswaf/
Grzegorz	/ˈɡʐɛɡɔʂ/
wilkołak	/vilˈkɔwak/
pełnia	/ˈpɛwɲa/
nów	/nuf/
weekendowy	/wikɛn̪ˈd̪ɔvɨ/
szablon	/ˈʂablɔn̪/
blacha	/ˈblaxa/
cecha	/ˈt̪͡s̪ɛxa/
marycha	/maˈrɨxa/
olcha	[ˈɔlxa]
pielucha	/pjɛˈluxa/
krucjata	/kruˈt͡s̪jat̪a/
szprycha	/ˈʂprɨxa/
wajcha	/ˈvajxa/
dźwignia	/ˈd͡ʑviɡɲa/
haszysz	/ˈxaʂɨʂ/
matula	/maˈtula/
nirwana	/ɲirˈvana/
Xbox	/ˈiɡzbɔks/
Xbox	/ˈiɡzbɔks/
Xbox	/iɡzˈbɔksɨ/
Xbox	/iɡzˈbɔksa/
Xbox	/iɡzˈbɔksuf/
Xbox	/iɡzbɔˈksɔvi/
Xbox	/iɡzˈbɔksɔm/
Xbox	/ˈiɡzbɔks/
Xbox	/iɡzˈbɔksɨ/
Xbox	/iɡzˈbɔksɛm/
Xbox	/iɡzbɔˈksami/
Xbox	/iɡzˈbɔkɕɛ/
Xbox	/iɡzˈbɔksax/
Xbox	/iɡzˈbɔkɕɛ/
Xbox	/iɡzˈbɔksɨ/
kosmiczny	/kɔs̪ˈmit͡ʂn̪ɨ/
zdrowie	/ˈz̪d̪rɔvjɛ/
Tarnów	/ˈt̪arn̪uf/
Chorzów	/ˈxɔʐuf/
Kalisz	/ˈkaliʂ/
Koszalin	/kɔˈʂalin̪/
Legnica	/lɛˈɡʲɲit͡s̪a/
Grudziądz	/ˈɡrud͡ʑɔn̪t͡s̪/
Słupsk	/s̪wups̪k/
Jaworzno	/jaˈvɔʐn̪ɔ/
Jastrzębie-Zdrój	[jaˌs̪t.ʂɛ̃mbʲjɛ ˈz̪d̪ruj]
Jelenia Góra	/jɛˌlɛɲa ˈɡura/
były	/ˈbɨwɨ/
porzeczka	/pɔʐɛt͡ʂka/
morwa	/ˈmɔrva/
silnik	/ˈɕilɲik/
paproć	/ˈpaprɔt͡ɕ/
bluszcz	/bluʂt͡ʂ/
młynarz	/ˈmwɨnaʂ/
cierpliwość	/t͡ɕɛrˈplivɔɕt͡ɕ/
Abchazja	/apˈxaz̪ja/
hormon	/ˈxɔrmɔn̪/
Palestyna	/palɛˈs̪t̪ɨn̪a/
znów	/znuf/
mól	/mul/
dialektologia	/ˈd̪jalɛkt̪ɔˈlɔɡʲa/
opinia	[ˈɔpʲiɲja]
niego	[ˈɲɛɡɔ]
przedszkole	/pʂɛtˈʂkɔlɛ/
zbrodnia	/ˈz̪brɔd̪ɲa/
winny	/ˈvin̪n̪ɨ/
winny	[ˈvʲĩn̪n̪ɘ̟]
niewinny	/ɲɛˈvin̪n̪ɨ/
niewinny	[ɲɛˈvʲĩn̪n̪ɘ̟]
podejrzany	/pɔd̪ɛjˈʐan̪ɨ/
gdziekolwiek	[ɟd͡ʑɛˈkɔlvʲjɛk]
przenośny	/pʂɛˈn̪ɔɕn̪ɨ/
inwestycja	/iw̃vɛˈs̪t̪ɨt͡s̪ja/
dostęp	/ˈd̪ɔs̪t̪ɛmp/
niemowlę	/ɲɛˈmɔvlɛ/
wydra	/ˈvɨd̪ra/
nadal	/ˈnadal/
siódemka	/ɕuˈd̪ɛmka/
kryształ	/ˈkrɨʂ.t̪aw/
klikać	[ˈklʲikat͡ɕ]
wersja	/ˈvɛrs̪ja/
szczekać	[ˈʂt͡ʂɛkat͡ɕ]
semestr	[ˈs̪ɛ̃mɛs̪t̪r̥]
Troja	/ˈtrɔja/
kangur	[ˈkãŋɡur]
zajączek	[ˈz̪ajɔnt͡ʂɛk]
buddyzm	/ˈbud̪ːɨz̪m/
pajączek	[paˈjɔ̃nt͡ʂɛk]
Wołga	/ˈvɔwɡa/
bursztyn	/ˈburʂtɨn/
gatunek	/ɡaˈt̪un̪ɛk/
łuska	/ˈwus̪ka/
bić	[bʲit͡ɕ]
sprzedaż	/ˈs̪pʂɛd̪aʂ/
pokład	/ˈpɔkwat/
uprzejmy	/uˈpʂɛjmɨ/
namawiać	/n̪aˈmavjat͡ɕ/
nałóg	/ˈnawuk/
fryzjer	/ˈfrɨzʲjɛr/
szyfr	[ʂɨfr̥]
nerw	/nɛrf/
czarna dziura	[ˈt͡ʂar.na ˈd͡ʑu.ra]
plecak	/ˈplɛt͡sak/
dojrzały	/dɔjˈʐawɨ/
ryczałt	/ˈrɨt͡ʂawt/
Drezno	/ˈdrɛznɔ/
superkomputer	/supɛrkɔmˈput̪ɛr/
tkanka	/ˈt̪kan̪ka/
szczęka	[ˈʂt͡ʂɛ̃ŋka]
żuchwa	/ˈʐuxfa/
szkielet	/ˈʂkʲɛlɛt̪/
skroń	/ˈskrɔɲ/
krzew	/kʂɛf/
dożywotni	/dɔʐɨˈvɔtɲi/
skąpiec	/ˈs̪kɔmpʲjɛt͡s̪/
hańba	[ˈxaɲba]
dziobak	/ˈd͡ʑɔbak/
soból	/ˈsɔbul/
żółtko	/ˈʐuwtkɔ/
awokado	/avɔˈkad̪ɔ/
nektaryna	/n̪ɛkt̪aˈrɨn̪a/
klarnet	/ˈklarnɛt/
lutnia	/ˈlutɲa/
altówka	/alˈtufka/
gwałt	/ɡvawt̪/
pszczelarz	/ˈpʂt͡ʂɛlaʂ/
bednarz	/ˈbɛdnaʂ/
napięcie	/n̪aˈpjɛɲt͡ɕɛ/
keczup	/ˈkɛt͡ʂup/
przyjaźń	[ˈpʂɨjaɕɲ̊]
anyż	/ˈan̪ɨʂ/
perła	/ˈpɛrwa/
mozaika	/mɔˈz̪ajka/
stolarz	/ˈstɔlaʂ/
rybak	/ˈrɨbak/
murarz	/ˈmuraʂ/
dachówka	/daˈxufka/
dach	/dax/
dekarz	/ˈdɛkaʂ/
tatuaż	/taˈtuaʂ/
niemy	/ˈɲɛmɨ/
dereń	/ˈdɛrɛɲ/
lulek	/ˈlulɛk/
Łaba	/ˈwaba/
jakoś	/ˈjakɔɕ/
Berno	/ˈbɛrnɔ/
taras	/ˈtaras/
akwedukt	/aˈkfɛd̪ukt̪/
demokracja	/d̪ɛmɔˈkrat͡s̪ja/
pęd	/pɛn̪t̪/
standardowy	/s̪t̪an̪d̪arˈd̪ɔvɨ/
standardu	/s̪t̪an̪ˈd̪ard̪u/
standardzie	/s̪t̪an̪ˈd̪ard͡ʑɛ/
Andrzej	[ˈãn̪d.ʐɛj]
Andrzej	[ˈãnd͡ʐ.ʐɛj]
Małgorzata	/mawɡɔˈʐat̪a/
Elżbieta	/ɛlˈʐbjɛt̪a/
Zofia	/ˈz̪ɔfja/
płot	/pwɔt̪/
gwóźdź	/ɡvuɕt͡ɕ/
prosta	/ˈprɔs̪t̪a/
półprosta	/puwˈprɔs̪t̪a/
odcinek	/ɔt̪ˈt͡ɕin̪ɛk/
krzywa	/ˈkʂɨva/
przekątna	/pʂɛˈkɔn̪t̪n̪a/
styczna	/ˈs̪t̪ɨt͡ʂn̪a/
szyć	/ʂɨt͡ɕ/
koszmar	/ˈkɔʂmar/
prędkość	/ˈprɛn̪t̪kɔɕt͡ɕ/
niania	/ˈɲaɲa/
dysproz	/ˈdɨsprɔs/
terb	/tɛrp/
samar	/ˈsamar/
ziewać	/ˈʑɛvat͡ɕ/
podobny	[pɔˈd̪ɔbn̪ɨ]
katamaran	[kataˈmaɾan]
platyna	/plaˈtɨna/
iryd	/ˈirɨt/
mylić	/ˈmɨlit͡ɕ/
prawny	[ˈpravn̪ɨ]
aktyn	/ˈaktɨn/
frans	/frans/
polon	/ˈpɔlɔn/
romb	/ˈrɔmp/
obwód	/ˈɔbwut̪/
średnica	/ɕrɛdˈɲit͡s̪a/
filolog	/fiˈlɔlɔk/
bryła	/ˈbrɨwa/
Moza	/ˈmɔza/
Warta	/ˈvarta/
cyrkon	/ˈt͡sɨrkɔn/
technet	/ˈtɛxnɛt/
berkel	/ˈbɛrkɛl/
cierpliwy	[t͡ɕɛrˈplʲivɨ]
iterb	/ˈitɛrp/
tul	/tul/
zębowy	/z̪ɛmˈbɔvɨ/
dziąsło	[ˈd͡ʑɔ̃w̃s̪wɔ]
dźwięczny	[ˈd͡ʑvʲjɛ̃nt͡ʂn̪ɨ]
bezdźwięczny	[bɛz̪ˈd͡ʑvʲjɛ̃nt͡ʂn̪ɨ]
ekspert	/ˈɛkspɛrt/
malarz	/ˈmalaʂ/
Rodan	/ˈrɔdan/
Tyber	/ˈtɨbɛr/
Sztokholm	/ˈʂtɔkxɔlm/
Azory	/aˈzɔrɨ/
wydma	/ˈvɨdma/
południk	/pɔˈwudɲik/
ślaz	/ɕlas/
dudek	/ˈdudɛk/
szympans	/ˈʂɨmpans/
grzywa	[ˈɡʐɨ.va]
ptaszek	/ˈpt̪aʂɛk/
miętowy	/mjɛn̪ˈt̪ɔvɨ/
perliczka	/pɛrˈlit͡ʂka/
uczta	/ˈut͡ʂt̪a/
fuj	/fuj/
fuj	/fuːj/
Grenlandia	/ɡrɛn̪ˈlan̪d̪ja/
Korsyka	/ˈkɔrs̪ɨka/
Sycylia	/s̪ɨt͡s̪ɨlja/
papierowy	/papjɛˈrɔvɨ/
bukszpan	/ˈbukʂpan̪/
ż	/ʐ/
Ż	/ʐ/
główny	[ˈɡwuvn̪ɨ]
dokładnie	/d̪ɔˈkwad̪ɲɛ/
mamusia	/maˈmuɕa/
tatuś	/ˈt̪at̪uɕ/
sabotaż	/s̪aˈbɔt̪aʂ/
kameleon	[kãmɛˈlɛɔ̃n̪]
dosłownie	/d̪ɔˈs̪wɔvɲɛ/
czujność	/ˈt͡ʂujn̪ɔɕt͡ɕ/
mżawka	/ˈmʐafka/
kompozytor	/kɔm.pɔˈzɨ.tɔr/
szewc	/ʂɛft͡s/
Haga	/ˈxaɡa/
Kapsztad	/ˈkapʂtat/
posag	/ˈpɔs̪ak/
infrastruktura	[in.fra.strukˈtu.ra]
entuzjasta	/ɛntuzˈjasta/
stopniowo	/s̪t̪ɔˈpɲɔvɔ/
zatoka	/zaˈtɔka/
pomnik	/ˈpɔmɲik/
długo	/ˈdwuɡɔ/
krótko	/ˈkrut̪kɔ/
krótkofalówka	/krutkɔfaˈlufka/
długowłosy	/ˌdwuɡɔˈvwɔsɨ/
rozsądnie	/rɔˈs̪ːɔn̪d̪ɲɛ/
uzależniony	/uz̪alɛˈʐɲɔn̪ɨ/
miligram	/miˈliɡram/
decymetr	[d̪ɛˈt͡s̪ɨmɛt̪r̥]
milimetr	[mʲiˈlʲĩmɛt̪r̥]
fretka	[ˈfrɛtka]
zatrudniać	/zaˈtrudɲat͡ɕ/
pracuje	[praˈt͡s̪ujɛ]
nimfa	[ˈɲim.fa]
siarczan	/ˈɕart͡ʂan/
administracja	[ad̪mʲĩɲiˈs̪t̪rat͡s̪ʲja]
do kurwy nędzy	/dɔ ˈkur.vɨ ˈnɛn.d͡zɨ/
szczawik	[ˈʂt͡ʂavʲik]
abdykacja	/ab.dɨˈka.t͡sja/
rolnik	/ˈrɔlɲik/
pobożny	/pɔˈbɔʐnɨ/
daleko	[d̪aˈlɛkɔ]
kalumnia	/kaˈlumɲa/
jabłkowy	[japw̥ˈkɔvɨ]
Lublana	/luˈblan̪a/
zakładnik	/zaˈkwadɲik/
płacz	[pwat͡ʂ]
wektor	/ˈvɛktɔr/
szerszeń	/ˈʂɛrʂɛɲ/
wyka	/ˈvɨka/
kwazar	/ˈkfaz̪ar/
Jakuck	/ˈjakut͡sk/
Irkuck	/ˈirkut͡sk/
Tajwan	/ˈt̪ajvan̪/
prezydent	/ˈprɛz̪ɨd̪ɛn̪t̪/
zupełnie	/zuˈpɛwɲɛ/
wstyd	/fs̪t̪ɨt̪/
krewny	[ˈkrɛvn̪ɨ]
krewna	[ˈkrɛvn̪a]
krewni	[ˈkrɛvʲɲi]
chrapać	/ˈxrapat͡ɕ/
marzyć	/ˈmaʐɨt͡ɕ/
oraz	/ˈɔras/
kaszel	/ˈkaʂɛl/
zwyczajny	/z̪vɨˈt͡ʂajn̪ɨ/
manometr	/maˈnɔmɛtr/
Sewilla	/sɛˈvilːa/
Sewilla	/sɛˈvija/
wątpliwość	[vɔ̃n̪t̪ˈplʲivɔɕt͡ɕ]
tchórz	/t̪xuʂ/
dekret	/ˈdɛkrɛt/
edykt	/ˈɛdɨkt/
Wandal	/ˈvandal/
narząd	/ˈn̪aʐɔn̪t̪/
łapówka	/waˈpufka/
bluszczyk	/ˈbluʂt͡ʂɨk/
Donieck	[ˈd̪ɔ̃ɲɛt͡s̪k]
gromadzić	/ɡrɔˈmad͡ʑit͡ɕ/
bosa	/ˈbɔsa/
uniwersytet	/uɲiˈvɛrs̪ɨt̪ɛt̪/
mała	[ˈmawa]
psy	/psɨ/
skakać	/ˈs̪kakat͡ɕ/
rzygać	/ˈʐɨɡat͡ɕ/
fiołek	[ˈfʲjɔwɛk]
łąka	[ˈwɔ̃ŋka]
chyba że	/xɨba ˈʐɛ/
dziób	/d͡ʑup/
rynek	/ˈrɨn̪ɛk/
kotwica	[kɔˈt̪fʲit͡s̪a]
objętość	/ɔˈbjɛn̪t̪ɔɕt͡ɕ/
austriacki	/aws̪t̪rɨˈjat͡s̪kʲi/
hałas	/ˈxawas̪/
domy	/ˈd̪ɔmɨ/
domek	/ˈd̪ɔmɛk/
domowy	/dɔˈmɔvɨ/
alkohole	/alkɔˈxɔlɛ/
ablatyw	[aˈblat̪ɨf]
bałwan	/ˈbawvan̪/
przeciąg	[ˈpʂɛt͡ɕɔ̃ŋk]
morderstwo	/mɔrˈdɛr.stfɔ/
spotkanie	[s̪pɔˈt̪kãɲɛ]
Facebook	/ˈfɛjzbuk/
tworzyć	/ˈtfɔʐɨt͡ɕ/
jesiotr	[ˈjɛɕɔt̪r̥]
rosół	/ˈrɔs̪uw/
Zurych	/ˈt͡s̪urɨx/
rządzić	/ˈʐɔɲd͡ʑit͡ɕ/
lisi	[lʲiɕi]
ssaki	/sːa.ki/
gniazdo	[ˈɡʲɲaz̪d̪ɔ]
winorośl	[vʲĩˈn̪ɔrɔɕl̥]
ludność	[ˈlud̪n̪ɔɕt͡ɕ]
potrzeba	[pɔˈtʂɛ.ba]
wysiłek	/vɨˈɕiwɛk/
pszeniec	/ˈpʂɛɲɛt͡s/
wesprzeć	/ˈvɛspʂɛt͡ɕ/
weranda	/veˈranda/
smaczny	/ˈsmat͡ʂnɨ/
gniady	/ˈɡʲɲad̪ɨ/
mocny	/ˈmɔt͡s̪n̪ɨ/
płciowy	[pwuˈt͡ɕɔvɨ]
ułamek	/ˈuwamɛk/
ciąć	/ˈt͡ɕɔɲt͡ɕ/
tnę	[ˈtnɛ̃]
tniesz	[ˈtɲɛʂ]
śnieżka	/ˈɕɲɛʂka/
kolęda	/kɔˈlɛn̪d̪a/
Mikołaj	[mʲiˈkɔwaj]
trochę	/ˈt̪rɔxɛ/
maciejka	[maˈt͡ɕejka]
kalarepa	/kalaˈrɛpa/
kosarz	/ˈkɔsaʂ/
dubstep	/ˈdapstɛp/
cisza	/ˈt͡ɕiʂa/
cietrzew	[ˈt͡ɕɛt.ʂɛf]
cennik	/ˈt͡s̪ɛɲːik/
potęga	[pɔˈt̪ɛ̃ŋɡa]
naprawdę	[n̪aˈpravd̪ɛ]
cynamon	/t̪͡s̪ɘˈnämɔn/
Zelandia	/zɛˈlandja/
jesienny	/jɛˈɕɛn̪ːɨ/
silnia	/ˈɕilɲa/
Łużyce	/wuˈʐɨt͡sɛ/
kiszka	/ˈkʲiʂka/
niuton	/ˈɲut̪ɔn̪/
stajnia	/ˈs̪t̪ajɲa/
ręcznik	[ˈrɛ̃nt͡ʂɲik]
bułka	/ˈbuwka/
mocno	[ˈmɔt͡s̪n̪ɔ]
koszt	/kɔʂt̪/
kadłub	/ˈkadwup/
policzek	/pɔˈlit͡ʂɛk/
krtań	[ˈkr̥t̪ãɲ]
kołdra	/ˈkɔwd̪ra/
przyprawa	/pʂɨˈprava/
mąka	[ˈmɔ̃ŋka]
buraku	/buˈraku/
wiem	[vʲjɛ̃m]
wiesz	[vʲjɛʂ]
nie wiem	/ˈɲɛ vjɛm/
która godzina	/ˌkt̪ura ɡɔˈd͡ʑin̪a/
gliniarz	[ˈɡʎiɲaʂ]
linia	[ˈlʲĩɲja]
ziarno	/ˈʑarn̪ɔ/
kraina	/kraˈin̪a/
bobas	/bɔbas/
pewien	[ˈpɛvʲjɛ̃n̪]
filozofia	/filɔˈz̪ɔfja/
tłusty	/ˈt̪wus̪t̪ɨ/
pedagog	/pɛˈdaɡɔk/
szybko	/ˈʂɨpkɔ/
rafa	/ˈrafa/
kurnik	/ˈkurɲik/
inna	[ˈĩn̪ːa]
wylać	/ˈvɨlat͡ɕ/
zioło	/ˈʑɔwɔ/
kościelny	/kɔɕˈt​͡ɕɛlnɨ/
pączek	[ˈpɔ̃nt͡ʂɛk]
chrzan	/ˈxʂan̪/
ciasteczko	[t͡ɕaˈs̪t̪ɛt͡ʂkɔ]
herby	[ˈxɛrbɨ]
dubeltówka	/d̪ubɛlˈt̪ufka/
główka	/ˈɡwufka/
parówka	/paˈrufka/
pokojówka	/pɔkɔˈjufka/
próbówka	/pruˈbufka/
stød	/ˈstɛt/
samotność	/s̪äˈmɔtn̪ɔɕt͡ɕ/
szampon	[ˈʃãmpɔ̃n]
hamulec	/xaˈmulɛt͡s̪/
sprzęgło	[ˈs̪pʂɛ̃ŋɡwɔ]
szyba	/ˈʂɨba/
linijka	[ˈlʲiɲijka]
gumka	[ˈɡũmka]
kredka	/ˈkrɛt̪ka/
temperówka	[ˌtɛmpɛˈɾufka]
piórnik	[ˈpʲjurʲɲik]
bigos	[ˈbʲiɡɔs̪]
czako	/ˈt͡ʂakɔ/
ją	[jɔ̃w̃]
Ƶ	/ʐ/
żołądź	[ˈʐ̠ɔwɔ̃ɲt͡ɕ]
grube	/ˈɡrubɛ/
łyżwa	/ˈwɨʐva/
owsiany	[ɔfʲˈɕãn̪ɨ]
obfity	[ɔpˈfʲit̪ɨ]
wyprowadzać	/vɨprɔˈvad͡z̪at͡ɕ/
jarzębina	/jaʐɛmˈbin̪a/
wspominać	/fs̪pɔˈmin̪at͡ɕ/
wspomnieć	/ˈfs̪pɔmɲɛt͡ɕ/
półka	/ˈpuwka/
koci	/ˈkɔt͡ɕi/
intensywny	[ĩn̪t̪ɛ̃ˈs̪ɨvn̪ɨ]
odpowiedzialność	/ɔtpɔvʲɛˈd͡ʑalnɔɕt͡ɕ/
warstwa	[ˈvars̪t̪fa]
koksu	/ˈkɔksu/
idola	/iˈdɔla/
cicho	[ˈt͡ɕixɔ]
głośno	[ˈɡwɔɕn̪ɔ]
głośnik	/ˈɡwɔɕɲik/
prąd	/prɔnt/
tęcza	[ˈt̪ɛnt͡ʂa]
komet	/ˈkɔmɛt/
biznesmen	/ˈbiz̪n̪ɛs̪mɛn̪/
gówno prawda	/ˈɡuv.nɔ ˈprav.da/
dmuchać	/ˈdmu.xatɕ/
jazda	/ˈjazda/
profes	/ˈprɔfɛs/
profesja	/prɔˈfɛsja/
źrebię	/ˈʑrɛbjɛ/
ściągać	[ˈɕt͡ɕɔ̃ŋɡat͡ɕ]
szereg	/ˈʂɛrɛk/
tytan	[ˈtɨtan]
runom	/ˈrunɔm/
runem	/ˈrunɛm/
będą	[ˈbɛ̃n̪d̪ɔ̃w̃]
będę	[ˈbɛ̃n̪d̪ɛ]
śpiący	[ˈɕpʲjɔ̃n̪t͡s̪ɨ]
pośladek	[pɔˈɕladɛk]
fiolet	[fʲɔˈlɛt]
gówienko	[ˈɡuvjɛnkɔ]
grypa	/ˈɡrɨpa/
gryp	/ˈɡrɨp/
psa	/ˈpsa/
stóp	[ˈstup]
ultramaryna	/ul.tra.maˈrɨ.na/
rów	/ˈruf/
dupo	[ˈdupɔ]
odpowiedni	[ɔtpɔˈvjɛdɲi]
klatka	/ˈklatka/
ludożerca	[lud̪ɔˈʐɛrt͡s̪a]
szydło	/ˈʂɨdwɔ/
parne	/ˈparnɛ/
parni	/ˈparɲi/
przyjemny	/pʂɨˈjɛmnɨ/
Antoni	/an̪ˈt̪ɔɲi/
podróż	/ˈpɔd̪ruʂ/
kaptur	/ˈkäptur/
borówka brusznica	/bɔ.ˈru.fkɑ bruʃ.ˈɲi.tsɑ/
horyzont	/xɔˈrɨz̪ɔn̪t̪/
Cyryl	/ˈt͡s̪ɨrɨl/
zaległość	[zaˈlɛɡwɔɕt͡ɕ]
ludzkość	/ˈlutskɔɕt͡ɕ/
Franciszek	/fraɲˈt͡ɕiʂɛk/
Maurycy	/mauˈrɨt͡s̪ɨ/
bakłażan	[baˈkwa.ʐan]
Eryk	/ˈɛrɨk/
zszywka	/ˈs̪ʂɨfka/
grota	/ˈɡrɔta/
głóg	/ɡwuk/
przyzwoitka	[pʂɨ.zvɔˈit.ka]
etyka	[ˈɛtɨka]
etyka	[ɛˈtɨka]
kord	/kɔrt̪/
Ulryk	/ˈulrɨk/
dykcjonarz	/dɨkˈcʲjɔn̪äʂ/
górą	/ˈɡurɔw̃/
próg	/pruk/
piędź	/pʲjɛɲt͡ɕ/
miara	/ˈmjara/
łoże	/ˈwɔʐɛ/
czeladź	/ˈt͡ʂɛlat͡ɕ/
Finlandia	/finˈlandja/
wściekłość	/ˈfɕt͡ɕɛkwɔɕt͡ɕ/
masaż	/ˈmas̪aʂ/
rozeta	/rɔˈzɛta/
Esbjerg	/ˈɛzbjɛr/
